"Gene Name","Protein IDs","Benign_vs_Malignant_log2 fold change","Benign_vs_Malignant_p.val","Benign_vs_Malignant_p.adj","significant","Benign_vs_Malignant_significant","imputed","num_NAs","Protein.names"
"EIF2S2","P20042",-1.18,0.00365,0.0109,TRUE,TRUE,TRUE,2,"Eukaryotic translation initiation factor 2 subunit 2"
"EIF2S3","P41091",-1.95,0.00705,0.0179,TRUE,TRUE,TRUE,6,"Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein"
"EIF3D","O15371",-1.86,8.18e-05,0.000846,TRUE,TRUE,TRUE,5,"Eukaryotic translation initiation factor 3 subunit D"
"EIF3G","O75821",-2.08,7.1e-05,0.000778,TRUE,TRUE,TRUE,7,"Eukaryotic translation initiation factor 3 subunit G"
"EIF3J","O75822",-1.6,0.00225,0.00769,TRUE,TRUE,TRUE,3,"Eukaryotic translation initiation factor 3 subunit J"
"EIF3K","Q9UBQ5",-1.42,0.00511,0.0139,TRUE,TRUE,TRUE,5,"Eukaryotic translation initiation factor 3 subunit K"
"EIF4A3","P38919",-1.26,0.00091,0.00392,TRUE,TRUE,TRUE,1,"Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed"
"EIF5B","O60841",-1.13,0.02,0.0407,TRUE,TRUE,TRUE,11,"Eukaryotic translation initiation factor 5B"
"ELAVL1","Q15717",-1.21,0.00257,0.00851,TRUE,TRUE,TRUE,1,"ELAV-like protein 1"
"ELN","P15502",1.56,0.000414,0.00228,TRUE,TRUE,TRUE,9,"Elastin"
"EML4","Q9HC35",-2.66,0.000141,0.00115,TRUE,TRUE,TRUE,11,"Echinoderm microtubule-associated protein-like 4"
"ENO2","P09104",1.42,0.00114,0.0046,TRUE,TRUE,FALSE,0,"Gamma-enolase"
"ENOPH1","Q9UHY7",-1.09,0.00301,0.00961,TRUE,TRUE,TRUE,2,"Enolase-phosphatase E1"
"ENPP1","P22413",-1.31,0.00555,0.0148,TRUE,TRUE,TRUE,11,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase"
"ENTPD1","P49961",2.1,0.00359,0.0108,TRUE,TRUE,TRUE,11,"Ectonucleoside triphosphate diphosphohydrolase 1"
"ENTPD5","O75356",-2.66,1.47e-05,0.000317,TRUE,TRUE,TRUE,3,"Ectonucleoside triphosphate diphosphohydrolase 5"
"ENY2","Q9NPA8",-1.5,0.00125,0.00494,TRUE,TRUE,TRUE,8,"Transcription and mRNA export factor ENY2"
"EPCAM","P16422",-2.5,0.000321,0.00191,TRUE,TRUE,TRUE,14,"Epithelial cell adhesion molecule"
"EPRS","P07814",-1.49,5e-05,0.000613,TRUE,TRUE,FALSE,0,"Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase"
"ERGIC1","Q969X5",-1.98,2.82e-06,0.000153,TRUE,TRUE,FALSE,0,"Endoplasmic reticulum-Golgi intermediate compartment protein 1"
"ERH","P84090",-2.12,0.00518,0.014,TRUE,TRUE,TRUE,2,"Enhancer of rudimentary homolog"
"ETF1","P62495",-1.73,4.54e-05,0.000583,TRUE,TRUE,TRUE,10,"Eukaryotic peptide chain release factor subunit 1"
"EWSR1","Q01844",-1.03,8.02e-06,0.00024,TRUE,TRUE,FALSE,0,"RNA-binding protein EWS"
"F2","P00734",1.24,0.000684,0.00319,TRUE,TRUE,FALSE,0,"Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain"
"FAAH","O00519",-2.21,0.000586,0.00288,TRUE,TRUE,TRUE,10,"Fatty-acid amide hydrolase 1"
"FABP5","Q01469",-2.01,6.43e-06,0.000225,TRUE,TRUE,FALSE,0,"Fatty acid-binding protein, epidermal"
"FAF2","Q96CS3",-1.53,7.84e-05,0.000818,TRUE,TRUE,TRUE,6,"FAS-associated factor 2"
"FAHD1","Q6P587",-3.34,0.0105,0.0246,TRUE,TRUE,TRUE,5,"Acylpyruvase FAHD1, mitochondrial"
"FAM3C","Q92520",-1.96,0.00753,0.0188,TRUE,TRUE,TRUE,6,"Protein FAM3C"
"FAM98B","Q52LJ0",-1.19,7.38e-05,0.000787,TRUE,TRUE,FALSE,0,"Protein FAM98B"
"FASN","P49327",-2.61,1.3e-06,9.58e-05,TRUE,TRUE,FALSE,0,"Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase"
"FBL","P22087",-1.9,6.75e-06,0.000225,TRUE,TRUE,FALSE,0,"rRNA 2-O-methyltransferase fibrillarin"
"FBLN1","P23142",1.5,7.43e-06,0.000226,TRUE,TRUE,FALSE,0,"Fibulin-1"
"FBN1","P35555",1.17,0.00159,0.00591,TRUE,TRUE,FALSE,0,"Fibrillin-1"
"FBP1","P09467",-1.31,0.000135,0.00113,TRUE,TRUE,FALSE,0,"Fructose-1,6-bisphosphatase 1"
"FBXO2","Q9UK22",1.68,7.24e-06,0.000225,TRUE,TRUE,TRUE,9,"F-box only protein 2"
"FGA","P02671",1.24,0.00131,0.00509,TRUE,TRUE,FALSE,0,"Fibrinogen alpha chain;Fibrinopeptide A;Fibrinogen alpha chain"
"FHL1","Q13642",1.26,9.57e-05,0.000927,TRUE,TRUE,FALSE,0,"Four and a half LIM domains protein 1"
"FKBP11","Q9NYL4",-1.49,0.0108,0.0251,TRUE,TRUE,TRUE,12,"Peptidyl-prolyl cis-trans isomerase FKBP11"
"FKBP4","Q02790",-2.12,4.53e-05,0.000583,TRUE,TRUE,TRUE,2,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed"
"FLNA","P21333",1.07,0.000252,0.00164,TRUE,TRUE,FALSE,0,"Filamin-A"
"FLNC","Q14315",1.51,0.000118,0.00104,TRUE,TRUE,FALSE,0,"Filamin-C"
"FN1","P02751",1.21,0.00269,0.00881,TRUE,TRUE,FALSE,0,"Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3"
"FOLH1","Q04609",-5.36,2.29e-07,3.07e-05,TRUE,TRUE,TRUE,7,"Glutamate carboxypeptidase 2;Putative N-acetylated-alpha-linked acidic dipeptidase"
"FUBP1","Q96AE4",-1.02,0.000548,0.00278,TRUE,TRUE,FALSE,0,"Far upstream element-binding protein 1"
"FUCA1","P04066",-1.93,0.000996,0.00419,TRUE,TRUE,TRUE,2,"Tissue alpha-L-fucosidase"
"FUCA2","Q9BTY2",-1.75,0.014,0.0307,TRUE,TRUE,TRUE,15,"Plasma alpha-L-fucosidase"
"G3BP1","Q13283",-1.46,1.01e-05,0.000259,TRUE,TRUE,FALSE,0,"Ras GTPase-activating protein-binding protein 1"
"GAA","P10253",-1.97,0.000121,0.00106,TRUE,TRUE,FALSE,0,"Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase"
"GAK","O14976",-1.21,0.00523,0.0141,TRUE,TRUE,TRUE,12,"Cyclin-G-associated kinase"
"GALK2","Q01415",-1.12,0.0111,0.0256,TRUE,TRUE,TRUE,13,"N-acetylgalactosamine kinase"
"GALNT7","Q86SF2",-3.86,5.51e-07,5.48e-05,TRUE,TRUE,TRUE,5,"N-acetylgalactosaminyltransferase 7"
"GAR1","Q9NY12",-3.25,1.1e-06,8.78e-05,TRUE,TRUE,TRUE,10,"H/ACA ribonucleoprotein complex subunit 1"
"GBA","P04062",-2.02,1.32e-06,9.58e-05,TRUE,TRUE,TRUE,10,"Glucosylceramidase"
"GBAS","O75323",-2.17,0.0138,0.0304,TRUE,TRUE,TRUE,7,"Protein NipSnap homolog 2"
"GC","P02774",1.13,0.000138,0.00114,TRUE,TRUE,FALSE,0,"Vitamin D-binding protein"
"GCA","P28676",-1.59,0.000651,0.00311,TRUE,TRUE,TRUE,8,"Grancalcin"
"GCDH","Q92947",-1.57,0.00103,0.00429,TRUE,TRUE,TRUE,13,"Glutaryl-CoA dehydrogenase, mitochondrial"
"GCN1L1","Q92616",-1.36,0.00155,0.0058,TRUE,TRUE,FALSE,0,"Translational activator GCN1"
"GDF15","Q99988",-3.21,0.00105,0.00435,TRUE,TRUE,TRUE,5,"Growth/differentiation factor 15"
"GFPT1","Q06210",-1.38,0.000598,0.00292,TRUE,TRUE,FALSE,0,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1"
"GGCT","O75223",-3.67,3.68e-08,1.18e-05,TRUE,TRUE,TRUE,11,"Gamma-glutamylcyclotransferase"
"GIPC1","O14908",-1.11,0.0157,0.0337,TRUE,TRUE,TRUE,12,"PDZ domain-containing protein GIPC1"
"GLA","P06280",-1.57,0.0199,0.0407,TRUE,TRUE,TRUE,14,"Alpha-galactosidase A"
"GLB1","P16278",-2.34,0.000533,0.00274,TRUE,TRUE,TRUE,7,"Beta-galactosidase"
"GMPPB","Q9Y5P6",-1.96,0.0137,0.0302,TRUE,TRUE,TRUE,3,"Mannose-1-phosphate guanyltransferase beta"
"GMPS","P49915",-1.25,0.00932,0.0224,TRUE,TRUE,TRUE,1,"GMP synthase [glutamine-hydrolyzing]"
"GNAO1","P09471",2.67,6e-06,0.000224,TRUE,TRUE,TRUE,6,"Guanine nucleotide-binding protein G(o) subunit alpha"
"GNL3","Q9BVP2",-1.69,0.000743,0.00338,TRUE,TRUE,TRUE,12,"Guanine nucleotide-binding protein-like 3"
"GNPNAT1","Q96EK6",-3.21,2.47e-05,0.000413,TRUE,TRUE,TRUE,7,"Glucosamine 6-phosphate N-acetyltransferase"
"GNS","P15586",-1.39,0.00043,0.00233,TRUE,TRUE,FALSE,0,"N-acetylglucosamine-6-sulfatase"
"GOLGA2","Q08379",-2.3,0.000293,0.0018,TRUE,TRUE,TRUE,8,"Golgin subfamily A member 2"
"GOLGB1","Q14789",-2.87,1.32e-05,0.000307,TRUE,TRUE,TRUE,3,"Golgin subfamily B member 1"
"GOLM1","Q8NBJ4",-4.93,7.9e-09,3.77e-06,TRUE,TRUE,TRUE,4,"Golgi membrane protein 1"
"GOLPH3","Q9H4A6",-2.28,0.000306,0.00185,TRUE,TRUE,TRUE,7,"Golgi phosphoprotein 3"
"GORASP2","Q9H8Y8",-1.79,0.00119,0.00476,TRUE,TRUE,TRUE,3,"Golgi reassembly-stacking protein 2"
"GOSR1","O95249",-1.1,0.0226,0.045,TRUE,TRUE,TRUE,15,"Golgi SNAP receptor complex member 1"
"GPC6","Q9Y625",1.11,0.00988,0.0235,TRUE,TRUE,TRUE,11,"Glypican-6;Secreted glypican-6"
"GPD2","P43304",-2.95,1.57e-05,0.000319,TRUE,TRUE,TRUE,6,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
"GSTM2","P28161",2.07,0.000161,0.00125,TRUE,TRUE,TRUE,1,"Glutathione S-transferase Mu 2"
"GSTM3","P21266",1.92,4.93e-06,0.000198,TRUE,TRUE,FALSE,0,"Glutathione S-transferase Mu 3"
"GSTP1","P09211",1.21,1.28e-05,0.000302,TRUE,TRUE,FALSE,0,"Glutathione S-transferase P"
"GSTZ1","O43708",-1.44,0.0118,0.0268,TRUE,TRUE,TRUE,13,"Maleylacetoacetate isomerase"
"GTF2I","P78347",-1.41,0.00138,0.0053,TRUE,TRUE,TRUE,1,"General transcription factor II-I"
"GUSB","P08236",-2.19,5.63e-05,0.000659,TRUE,TRUE,TRUE,1,"Beta-glucuronidase"
"GYG1","P46976",1.42,0.00937,0.0225,TRUE,TRUE,TRUE,3,"Glycogenin-1"
"GYS1","P13807",1.08,0.0011,0.00448,TRUE,TRUE,TRUE,11,"Glycogen [starch] synthase, muscle"
"HDAC2","Q92769",-1.48,0.0125,0.0282,TRUE,TRUE,TRUE,14,"Histone deacetylase 2"
"HDDC3","Q8N4P3",-1.69,0.00257,0.00851,TRUE,TRUE,TRUE,13,"Guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase MESH1"
"HDLBP","Q00341",-1.31,0.000698,0.00322,TRUE,TRUE,FALSE,0,"Vigilin"
"HECTD4","Q9Y4D8",1.21,0.0182,0.0379,TRUE,TRUE,TRUE,4,"Probable E3 ubiquitin-protein ligase HECTD4"
"HEXB","P07686",-1.36,0.00066,0.00314,TRUE,TRUE,FALSE,0,"Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A"
"HID1","Q8IV36",-1.83,0.000716,0.00328,TRUE,TRUE,TRUE,5,"Protein HID1"
"HINT3","Q9NQE9",-1.69,0.000906,0.00391,TRUE,TRUE,TRUE,15,"Histidine triad nucleotide-binding protein 3"
"HLA-C.1","P30505",-1.43,0.0153,0.0331,TRUE,TRUE,TRUE,12,"HLA class I histocompatibility antigen, Cw-8 alpha chain;HLA class I histocompatibility antigen, Cw-15 alpha chain;HLA class I histocompatibility antigen, Cw-5 alpha chain"
"HM13","Q8TCT9",-2.22,0.000231,0.00155,TRUE,TRUE,TRUE,8,"Minor histocompatibility antigen H13"
"HMGB2","P26583",-1.96,0.0256,0.0496,TRUE,TRUE,TRUE,5,"High mobility group protein B2"
"HMGB3","O15347",-1.82,0.00089,0.00387,TRUE,TRUE,TRUE,14,"High mobility group protein B3"
"HMGCL","P35914",-2.03,0.00838,0.0205,TRUE,TRUE,TRUE,9,"Hydroxymethylglutaryl-CoA lyase, mitochondrial"
"HMGN1","P05114",-1.67,0.0118,0.0267,TRUE,TRUE,TRUE,13,"Non-histone chromosomal protein HMG-14"
"HMOX2","P30519",-2.09,1.5e-05,0.000317,TRUE,TRUE,TRUE,10,"Heme oxygenase 2"
"HN1L","Q9H910",-2.23,0.00079,0.0035,TRUE,TRUE,TRUE,2,"Hematological and neurological expressed 1-like protein"
"HNRNPF","P52597",-1.39,4.03e-05,0.000537,TRUE,TRUE,FALSE,0,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed"
"HP","P00738",1.07,0.0138,0.0304,TRUE,TRUE,FALSE,0,"Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain"
"HPX","P02790",1.21,3.8e-05,0.00053,TRUE,TRUE,FALSE,0,"Hemopexin"
"HRG","P04196",1.26,0.000165,0.00125,TRUE,TRUE,FALSE,0,"Histidine-rich glycoprotein"
"HSD17B4","P51659",-1.38,0.000276,0.00173,TRUE,TRUE,FALSE,0,"Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2"
"HSPA2","P54652",1.78,0.000991,0.00418,TRUE,TRUE,TRUE,9,"Heat shock-related 70 kDa protein 2"
"HSPA9","P38646",-1.05,2.51e-06,0.000141,TRUE,TRUE,FALSE,0,"Stress-70 protein, mitochondrial"
"HSPB1","P04792",1.02,0.000144,0.00116,TRUE,TRUE,FALSE,0,"Heat shock protein beta-1"
"HSPB6","O14558",1.75,4.57e-06,0.000195,TRUE,TRUE,FALSE,0,"Heat shock protein beta-6"
"HSPB7","Q9UBY9",2.19,0.000167,0.00126,TRUE,TRUE,TRUE,2,"Heat shock protein beta-7"
"HSPB8","Q9UJY1",2.32,0.000206,0.00145,TRUE,TRUE,TRUE,5,"Heat shock protein beta-8"
"HSPD1","P10809",-1.18,8.41e-08,2.01e-05,TRUE,TRUE,FALSE,0,"60 kDa heat shock protein, mitochondrial"
"HSPE1","P61604",-1.08,4.73e-06,0.000195,TRUE,TRUE,FALSE,0,"10 kDa heat shock protein, mitochondrial"
"HSPG2","P98160",1.11,0.000196,0.0014,TRUE,TRUE,FALSE,0,"Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide"
"HYOU1","Q9Y4L1",-1.18,4.18e-06,0.000195,TRUE,TRUE,FALSE,0,"Hypoxia up-regulated protein 1"
"IARS","P41252",-2.29,0.000666,0.00316,TRUE,TRUE,TRUE,2,"Isoleucine--tRNA ligase, cytoplasmic"
"IARS2","Q9NSE4",-1.42,0.0103,0.0243,TRUE,TRUE,FALSE,0,"Isoleucine--tRNA ligase, mitochondrial"
"IDE","P14735",-1.02,0.0242,0.0476,TRUE,TRUE,TRUE,6,"Insulin-degrading enzyme"
"IDH3G","P51553",-1.28,0.0136,0.0302,TRUE,TRUE,TRUE,14,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial"
"IGF2R","P11717",-1.54,0.000642,0.00308,TRUE,TRUE,TRUE,3,"Cation-independent mannose-6-phosphate receptor"
"IGFALS","P35858",1.07,0.0131,0.0293,TRUE,TRUE,TRUE,3,"Insulin-like growth factor-binding protein complex acid labile subunit"
"IGFBP2","P18065",-2.69,0.000113,0.00101,TRUE,TRUE,TRUE,13,"Insulin-like growth factor-binding protein 2"
"IGHA1","P01876",1.06,0.00298,0.00955,TRUE,TRUE,FALSE,0,"Ig alpha-1 chain C region"
"IGHG1","P01857",1.04,0.000376,0.00213,TRUE,TRUE,FALSE,0,"Ig gamma-1 chain C region"
"IGHG2","P01859",1.08,0.000437,0.00237,TRUE,TRUE,FALSE,0,"Ig gamma-2 chain C region"
"IGHG4","P01861",2.23,0.0173,0.0363,TRUE,TRUE,TRUE,6,"Ig gamma-4 chain C region"
"IGKV4-1","P01625",1.9,0.0214,0.0431,TRUE,TRUE,TRUE,8,"Ig kappa chain V-IV region Len;Ig kappa chain V-IV region;Ig kappa chain V-IV region JI;Ig kappa chain V-IV region B17"
"IGLL5","B9A064",1.01,0.0142,0.0312,TRUE,TRUE,FALSE,0,"Immunoglobulin lambda-like polypeptide 5;Ig lambda-1 chain C regions"
"IPO4","Q8TEX9",-1.1,4.05e-05,0.000537,TRUE,TRUE,TRUE,8,"Importin-4"
"IQGAP2","Q13576",-1.5,0.00391,0.0116,TRUE,TRUE,FALSE,0,"Ras GTPase-activating-like protein IQGAP2"
"ISYNA1","Q9NPH2",1.29,0.000319,0.00191,TRUE,TRUE,TRUE,1,"Inositol-3-phosphate synthase 1"
"ITGA5","P08648",1.32,0.0027,0.00882,TRUE,TRUE,FALSE,0,"Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain"
"ITGA7","Q13683",1.18,0.00425,0.0121,TRUE,TRUE,FALSE,0,"Integrin alpha-7;Integrin alpha-7 heavy chain;Integrin alpha-7 light chain;Integrin alpha-7 70 kDa form"
"ITIH1","P19827",2.13,0.000985,0.00416,TRUE,TRUE,TRUE,4,"Inter-alpha-trypsin inhibitor heavy chain H1"
"ITIH2","P19823",1.79,0.000398,0.00222,TRUE,TRUE,TRUE,1,"Inter-alpha-trypsin inhibitor heavy chain H2"
"ITIH4","Q14624",2.66,4.94e-05,0.000613,TRUE,TRUE,TRUE,3,"Inter-alpha-trypsin inhibitor heavy chain H4;70 kDa inter-alpha-trypsin inhibitor heavy chain H4;35 kDa inter-alpha-trypsin inhibitor heavy chain H4"
"ITPR1","Q14643",1.58,0.0107,0.0249,TRUE,TRUE,TRUE,8,"Inositol 1,4,5-trisphosphate receptor type 1"
"IVD","P26440",-2.02,0.00108,0.00441,TRUE,TRUE,TRUE,2,"Isovaleryl-CoA dehydrogenase, mitochondrial"
"KANK2","Q63ZY3",1.02,0.00032,0.00191,TRUE,TRUE,FALSE,0,"KN motif and ankyrin repeat domain-containing protein 2"
"KIAA1324","Q6UXG2",-2.21,0.00202,0.00709,TRUE,TRUE,TRUE,5,"UPF0577 protein KIAA1324"
"KIAA1598","A0MZ66",-2.35,0.000634,0.00305,TRUE,TRUE,TRUE,10,"Shootin-1"
"KLK2","P20151",-1.71,0.00635,0.0164,TRUE,TRUE,TRUE,1,"Kallikrein-2"
"KNG1","P01042",1.25,0.000138,0.00114,TRUE,TRUE,FALSE,0,"Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor"
"KRT18","P05783",-1.05,0.00577,0.0152,TRUE,TRUE,FALSE,0,"Keratin, type I cytoskeletal 18"
"LACTB2","Q53H82",-1.8,0.000486,0.00254,TRUE,TRUE,TRUE,15,"Beta-lactamase-like protein 2"
"LAMA4","Q16363",1.87,0.000789,0.0035,TRUE,TRUE,FALSE,0,"Laminin subunit alpha-4"
"LAMA5","O15230",2.06,0.000108,0.000987,TRUE,TRUE,FALSE,0,"Laminin subunit alpha-5"
"LAMB1","P07942",1.91,7.75e-05,0.000812,TRUE,TRUE,FALSE,0,"Laminin subunit beta-1"
"LAMC1","P11047",1.07,8.38e-05,0.000863,TRUE,TRUE,FALSE,0,"Laminin subunit gamma-1"
"LAMTOR1","Q6IAA8",-2.22,0.0012,0.00478,TRUE,TRUE,TRUE,4,"Ragulator complex protein LAMTOR1"
"LARS","Q9P2J5",-1.83,0.000306,0.00185,TRUE,TRUE,TRUE,1,"Leucine--tRNA ligase, cytoplasmic"
"LBP","P18428",1.19,0.00669,0.0171,TRUE,TRUE,TRUE,9,"Lipopolysaccharide-binding protein"
"LDB3","O75112",2.08,0.000408,0.00226,TRUE,TRUE,FALSE,0,"LIM domain-binding protein 3"
"LETM1","O95202",-2.13,1.59e-06,0.000109,TRUE,TRUE,TRUE,6,"LETM1 and EF-hand domain-containing protein 1, mitochondrial"
"LGMN","Q99538",-1.26,0.00248,0.00832,TRUE,TRUE,TRUE,1,"Legumain"
"LIMA1","Q9UHB6",-1.58,0.00431,0.0122,TRUE,TRUE,TRUE,4,"LIM domain and actin-binding protein 1"
"LIMCH1","Q9UPQ0",1.36,0.0146,0.0317,TRUE,TRUE,TRUE,4,"LIM and calponin homology domains-containing protein 1"
"LMAN1","P49257",-1.57,0.0014,0.00536,TRUE,TRUE,FALSE,0,"Protein ERGIC-53"
"LMCD1","Q9NZU5",1.81,0.00151,0.00567,TRUE,TRUE,TRUE,3,"LIM and cysteine-rich domains protein 1"
"LMO7","Q8WWI1",-1.62,0.00123,0.00487,TRUE,TRUE,TRUE,13,"LIM domain only protein 7"
"LMOD1","P29536",1.58,0.000154,0.00121,TRUE,TRUE,FALSE,0,"Leiomodin-1"
"LNP","Q9C0E8",2.76,2.24e-05,0.000391,TRUE,TRUE,TRUE,9,"Protein lunapark"
"LONP1","P36776",-1.48,0.00012,0.00105,TRUE,TRUE,FALSE,0,"Lon protease homolog, mitochondrial"
"LRBA","P50851",-3.01,1.47e-05,0.000317,TRUE,TRUE,TRUE,3,"Lipopolysaccharide-responsive and beige-like anchor protein"
"LRPPRC","P42704",-1.02,0.000162,0.00125,TRUE,TRUE,FALSE,0,"Leucine-rich PPR motif-containing protein, mitochondrial"
"LRRC59","Q96AG4",-1.11,1.37e-05,0.000308,TRUE,TRUE,FALSE,0,"Leucine-rich repeat-containing protein 59"
"LRRFIP1","Q32MZ4",-1.55,0.00219,0.00754,TRUE,TRUE,TRUE,6,"Leucine-rich repeat flightless-interacting protein 1"
"LSAMP","Q13449",1.46,0.0123,0.0278,TRUE,TRUE,TRUE,13,"Limbic system-associated membrane protein"
"LSM3","P62310",-2.32,0.00386,0.0115,TRUE,TRUE,TRUE,9,"U6 snRNA-associated Sm-like protein LSm3"
"LUC7L2","Q9Y383",-1.64,0.00125,0.00494,TRUE,TRUE,TRUE,1,"Putative RNA-binding protein Luc7-like 2"
"LUC7L3","O95232",-1.73,0.00114,0.0046,TRUE,TRUE,TRUE,11,"Luc7-like protein 3"
"LUM","P51884",1.21,0.000628,0.00304,TRUE,TRUE,FALSE,0,"Lumican"
"LYPLA1","O75608",-1.48,1.82e-06,0.000118,TRUE,TRUE,FALSE,0,"Acyl-protein thioesterase 1"
"LYZ","P61626",1.17,0.025,0.0488,TRUE,TRUE,TRUE,2,"Lysozyme C"
"MACF1","Q9UPN3",-1.13,0.00333,0.0103,TRUE,TRUE,TRUE,5,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"
"MACROD1","Q9BQ69",-1.7,0.000646,0.00309,TRUE,TRUE,TRUE,11,"O-acetyl-ADP-ribose deacetylase MACROD1"
"MAN2B1","O00754",-1.89,0.000163,0.00125,TRUE,TRUE,TRUE,2,"Lysosomal alpha-mannosidase;Lysosomal alpha-mannosidase A peptide;Lysosomal alpha-mannosidase B peptide;Lysosomal alpha-mannosidase C peptide;Lysosomal alpha-mannosidase D peptide;Lysosomal alpha-mannosidase E peptide"
"MANF","P55145",-1.05,0.0202,0.041,TRUE,TRUE,TRUE,1,"Mesencephalic astrocyte-derived neurotrophic factor"
"MAP1B","P46821",2.48,4.66e-05,0.000595,TRUE,TRUE,FALSE,0,"Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1"
"MARC1","Q5VT66",-3.4,2.31e-07,3.07e-05,TRUE,TRUE,TRUE,9,"Mitochondrial amidoxime-reducing component 1"
"MARS","P56192",-1.38,0.000139,0.00114,TRUE,TRUE,FALSE,0,"Methionine--tRNA ligase, cytoplasmic"
"MAVS","Q7Z434",-1.58,0.00691,0.0176,TRUE,TRUE,TRUE,5,"Mitochondrial antiviral-signaling protein"
"MB","P02144",-1.52,0.0125,0.0282,TRUE,TRUE,TRUE,10,"Myoglobin"
"MCAM","P43121",1.97,3.11e-05,0.000467,TRUE,TRUE,FALSE,0,"Cell surface glycoprotein MUC18"
"MCCC1","Q96RQ3",-2.01,0.00393,0.0116,TRUE,TRUE,TRUE,11,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
"METAP1","P53582",-1.37,0.015,0.0324,TRUE,TRUE,TRUE,2,"Methionine aminopeptidase 1"
"METTL7A","Q9H8H3",1.07,0.0221,0.0442,TRUE,TRUE,TRUE,1,"Methyltransferase-like protein 7A"
"MFAP4","P55083",2.69,0.00416,0.0119,TRUE,TRUE,TRUE,6,"Microfibril-associated glycoprotein 4"
"MIA3","Q5JRA6",-2.21,0.00309,0.00975,TRUE,TRUE,TRUE,4,"Melanoma inhibitory activity protein 3"
"MIEN1","Q9BRT3",-1.1,0.00428,0.0122,TRUE,TRUE,TRUE,12,"Migration and invasion enhancer 1"
"MLEC","Q14165",-1.9,0.00323,0.0101,TRUE,TRUE,TRUE,4,"Malectin"
"MLLT4","P55196",-1.59,0.0037,0.0111,TRUE,TRUE,TRUE,6,"Afadin"
"MMAB","Q96EY8",-1.77,0.00717,0.0181,TRUE,TRUE,TRUE,10,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
"MOGS","Q13724",-1.41,0.0114,0.0262,TRUE,TRUE,TRUE,2,"Mannosyl-oligosaccharide glucosidase"
"MOV10","Q9HCE1",-1.29,0.0026,0.00858,TRUE,TRUE,TRUE,11,"Putative helicase MOV-10"
"MRE11A","P49959",-1.61,0.00307,0.00971,TRUE,TRUE,TRUE,7,"Double-strand break repair protein MRE11A"
"MRPL12","P52815",-1.23,2.17e-07,3.07e-05,TRUE,TRUE,FALSE,0,"39S ribosomal protein L12, mitochondrial"
"MSRB3","Q8IXL7",2.95,3.89e-05,0.000534,TRUE,TRUE,TRUE,7,"Methionine-R-sulfoxide reductase B3"
"MUT","P22033",-2.13,5.39e-05,0.000635,TRUE,TRUE,TRUE,8,"Methylmalonyl-CoA mutase, mitochondrial"
"MYBBP1A","Q9BQG0",-1.26,0.0172,0.0361,TRUE,TRUE,TRUE,14,"Myb-binding protein 1A"
"MYEF2","Q9P2K5",-1.76,4.44e-05,0.000576,TRUE,TRUE,TRUE,12,"Myelin expression factor 2"
"MYH11","P35749",1.02,0.00432,0.0123,TRUE,TRUE,FALSE,0,"Myosin-11"
